Event,Hit,BarID.0,t0,x0,y0,z0,q0,BarID.1,t1,x1,y1,z1,q1,signal,target
1000062,0,119,5.993e+01,1.144e-01,-7.421e-02,6.669e+00,4.438e+01,43,6.171e+01,3.532e-01,3.359e-01,6.669e+00,2.883e+01,1,2
1000063,0,264,7.229e+01,3.551e-01,1.452e-02,8.122e+00,1.016e+01,263,7.510e+01,3.069e-01,-8.802e-02,8.226e+00,5.270e+00,0,2
1000064,0,73,5.615e+01,-7.587e-02,1.309e-01,5.957e+00,8.785e+00,266,1.013e+02,-2.872e-01,2.319e-01,1.061e+01,3.660e+01,1,2
1000069,0,89,5.686e+01,4.241e-02,1.309e-01,6.061e+00,4.567e+00,268,8.051e+01,6.803e-02,4.247e-01,8.226e+00,1.967e+00,0,2
1000071,0,260,7.717e+01,6.572e-01,-2.931e-01,8.226e+00,1.600e+01,256,7.771e+01,5.257e-01,-8.058e-01,8.226e+00,2.366e+01,1,2
1000072,0,72,6.000e+01,-1.120e-01,2.833e-02,5.957e+00,3.952e+01,136,6.925e+01,3.115e-01,2.833e-02,6.773e+00,2.932e+01,1,2
1000075,0,104,5.960e+01,2.328e-04,2.833e-02,6.165e+00,1.720e+01,104,5.971e+01,1.037e-02,2.833e-02,6.165e+00,2.821e+01,1,2
1000076,0,137,6.119e+01,3.128e-02,1.309e-01,6.773e+00,2.277e+01,265,8.193e+01,-3.958e-01,1.171e-01,8.835e+00,3.411e+01,1,2
1000080,0,72,5.658e+01,-9.998e-03,2.833e-02,5.957e+00,3.142e+01,259,8.354e+01,-9.113e-02,-3.956e-01,8.835e+00,6.787e+00,1,2
1000081,0,89,5.363e+01,5.999e-02,1.309e-01,6.061e+00,3.523e+01,88,5.511e+01,6.375e-02,2.833e-02,6.061e+00,8.351e+00,1,2
1000083,0,87,5.644e+01,4.732e-02,-7.421e-02,6.061e+00,3.276e+01,71,5.862e+01,4.698e-02,-7.421e-02,5.957e+00,1.938e+01,1,2
1000089,0,88,5.624e+01,1.274e-01,2.833e-02,6.061e+00,3.012e+01,121,6.177e+01,1.548e-01,1.309e-01,6.669e+00,3.448e+01,1,2
1000090,0,104,5.791e+01,-1.787e-01,2.833e-02,6.165e+00,2.972e+01,266,7.596e+01,-1.587e-01,2.196e-01,8.122e+00,2.022e+01,1,2
1000092,0,72,5.380e+01,1.448e-01,2.833e-02,5.957e+00,2.921e+01,270,7.428e+01,3.478e-01,6.298e-01,8.226e+00,2.195e+01,1,2
1000093,0,72,5.550e+01,-8.552e-02,2.833e-02,5.957e+00,3.037e+01,88,5.620e+01,-1.252e-01,2.833e-02,6.061e+00,3.694e+01,1,2
1000094,0,72,6.115e+01,-1.513e-01,2.833e-02,5.957e+00,1.603e+01,137,7.038e+01,-2.086e-01,1.309e-01,6.773e+00,2.563e+01,1,2
1000098,0,104,6.093e+01,5.641e-02,2.833e-02,6.165e+00,1.299e+01,263,8.211e+01,4.561e-02,-8.802e-02,8.226e+00,3.010e+01,1,2
1000099,0,104,5.648e+01,-1.794e-02,2.833e-02,6.165e+00,1.248e+01,260,8.450e+01,-4.641e-02,-2.931e-01,8.939e+00,2.028e+01,1,2
1000102,0,73,5.317e+01,-3.281e-02,1.309e-01,5.957e+00,1.578e+01,89,5.359e+01,-1.241e-01,1.309e-01,6.061e+00,7.272e+00,1,2
1000109,0,88,5.702e+01,-1.113e-01,2.833e-02,6.061e+00,2.650e+00,104,5.818e+01,-1.530e-01,2.833e-02,6.165e+00,4.788e+00,0,2
1000110,0,69,5.334e+01,-6.371e-02,-2.793e-01,5.957e+00,3.381e+01,259,7.264e+01,-6.132e-02,-3.956e-01,8.122e+00,3.699e+01,1,2
1000112,0,103,5.654e+01,2.214e-02,-7.421e-02,6.165e+00,2.400e+01,120,6.129e+01,1.882e-02,2.833e-02,6.669e+00,4.084e+01,1,2
1000114,0,121,6.460e+01,1.806e-01,1.309e-01,6.669e+00,2.270e+01,120,6.511e+01,1.742e-01,2.833e-02,6.669e+00,1.515e+00,0,2
1000115,0,71,5.838e+01,-3.838e-02,-7.421e-02,5.957e+00,3.111e+01,120,6.581e+01,-1.593e-01,2.833e-02,6.669e+00,2.104e+01,1,2
1000119,0,71,5.626e+01,1.526e-01,-7.421e-02,5.957e+00,1.785e+01,87,5.935e+01,2.125e-01,-7.421e-02,6.061e+00,3.202e+00,0,2
1000120,0,271,7.983e+01,3.268e-01,7.323e-01,8.835e+00,5.680e+00,270,8.010e+01,3.292e-01,6.298e-01,8.835e+00,2.620e+01,0,2
1000121,0,73,5.402e+01,6.286e-02,1.309e-01,5.957e+00,2.705e+01,121,6.153e+01,-2.286e-02,1.309e-01,6.669e+00,1.748e+01,1,2
1000122,0,88,5.509e+01,6.850e-02,2.833e-02,6.061e+00,4.940e+00,28,5.913e+01,-6.212e-01,4.385e-01,6.061e+00,4.023e+00,1,2
1000123,0,88,5.513e+01,1.731e-01,2.833e-02,6.061e+00,1.398e+00,104,5.653e+01,1.378e-01,2.833e-02,6.165e+00,2.120e+01,0,2
1000126,0,70,5.661e+01,5.354e-02,-1.768e-01,5.957e+00,4.566e+01,102,6.153e+01,-7.612e-03,-1.767e-01,6.165e+00,7.862e+00,1,2
1000138,0,71,5.325e+01,-1.326e-01,-7.421e-02,5.957e+00,1.382e+01,70,5.356e+01,-1.329e-01,-1.768e-01,5.957e+00,1.458e+01,0,2
1000139,0,138,6.120e+01,2.091e-01,2.334e-01,6.773e+00,5.211e+01,261,7.336e+01,1.068e-02,-1.906e-01,8.122e+00,1.276e+01,1,2
1000142,0,104,5.624e+01,4.201e-02,2.833e-02,6.165e+00,1.408e+01,103,5.662e+01,8.158e-02,-7.421e-02,6.165e+00,1.413e+01,1,2
1000143,0,136,6.239e+01,-1.934e-02,2.833e-02,6.773e+00,3.026e+01,136,6.366e+01,-3.307e-01,2.833e-02,6.773e+00,2.687e+01,1,2
1000144,0,89,5.343e+01,8.743e-02,1.309e-01,6.061e+00,5.234e+01,120,5.878e+01,1.864e-01,2.833e-02,6.669e+00,4.866e+01,1,2
1000147,0,73,5.500e+01,-2.480e-02,1.309e-01,5.957e+00,8.255e+00,103,5.564e+01,-5.610e-02,-7.421e-02,6.165e+00,2.830e+01,1,2
1000151,0,72,5.601e+01,-6.045e-02,2.833e-02,5.957e+00,2.492e+01,266,8.303e+01,-1.041e-01,2.196e-01,8.939e+00,2.739e+01,1,2
1000152,0,72,5.128e+01,-1.643e-02,2.833e-02,5.957e+00,3.393e+01,88,5.300e+01,9.485e-03,2.833e-02,6.061e+00,2.790e+01,1,2
1000169,0,117,6.027e+01,-6.405e-02,-2.793e-01,6.669e+00,3.663e+01,118,6.048e+01,6.347e-02,-1.767e-01,6.669e+00,3.838e+01,1,2
1000170,0,104,5.808e+01,5.703e-02,2.833e-02,6.165e+00,6.622e+00,120,6.303e+01,4.621e-02,2.833e-02,6.669e+00,4.069e+01,1,2
1000171,0,71,5.958e+01,-1.625e-01,-7.421e-02,5.957e+00,2.138e+00,263,1.011e+02,1.040e-02,-7.568e-02,1.051e+01,2.993e+01,1,2
1000176,0,59,6.097e+01,8.107e-02,3.359e-01,6.773e+00,2.587e+01,266,7.304e+01,4.451e-02,2.196e-01,8.122e+00,4.983e+01,1,2
1000184,0,104,5.404e+01,-2.546e-02,2.833e-02,6.165e+00,2.352e+01,265,7.860e+01,8.380e-02,1.171e-01,8.835e+00,2.952e+00,1,2
1000186,0,73,5.343e+01,1.434e-02,1.309e-01,5.957e+00,3.193e+01,270,8.043e+01,4.914e-02,6.298e-01,8.835e+00,4.085e+01,1,2
1000187,0,71,5.759e+01,2.603e-02,-7.421e-02,5.957e+00,2.078e+01,86,6.704e+01,3.125e-01,-1.768e-01,6.061e+00,2.569e+00,0,2
1000189,0,258,8.195e+01,5.444e-01,-4.982e-01,8.835e+00,6.735e+00,260,1.050e+02,9.519e-01,-2.931e-01,8.226e+00,2.477e+00,0,2
1000191,0,88,5.298e+01,6.120e-04,2.833e-02,6.061e+00,1.601e+01,257,8.177e+01,-1.257e-01,-6.007e-01,8.122e+00,1.539e+00,0,2
1000192,0,87,5.408e+01,-1.389e-01,-7.421e-02,6.061e+00,2.408e+01,119,6.381e+01,3.319e-01,-7.421e-02,6.669e+00,2.032e+01,1,2
1000194,0,130,8.020e+01,3.220e-01,-5.869e-01,6.773e+00,3.428e+00,260,1.005e+02,9.594e-01,-3.833e-01,1.099e+01,5.016e+01,1,2
1000196,0,72,5.497e+01,-1.271e-01,2.833e-02,5.957e+00,1.377e+01,88,5.565e+01,-1.232e-01,2.833e-02,6.061e+00,2.057e+01,0,2
1000201,0,267,7.969e+01,-1.691e-01,3.221e-01,8.835e+00,4.261e+01,268,1.047e+02,-6.857e-01,4.370e-01,1.051e+01,7.728e+00,1,2
1000203,0,104,6.098e+01,1.046e-01,2.833e-02,6.165e+00,2.472e+01,103,6.172e+01,-2.408e-02,-7.421e-02,6.165e+00,2.204e+00,1,2
1000206,0,105,5.511e+01,-1.077e-01,1.309e-01,6.165e+00,2.163e+00,104,5.516e+01,-1.152e-01,2.833e-02,6.165e+00,2.667e+01,0,2
1000208,0,87,5.596e+01,9.051e-02,-7.421e-02,6.061e+00,3.353e+01,104,5.625e+01,1.331e-01,2.833e-02,6.165e+00,2.932e+01,1,2
1000210,0,86,6.287e+01,3.740e-02,-1.768e-01,6.061e+00,3.122e+00,116,7.053e+01,2.362e-01,-3.818e-01,6.669e+00,8.690e+00,0,2
1000212,0,71,5.562e+01,1.692e-01,-7.421e-02,5.957e+00,3.554e+01,71,5.593e+01,2.573e-01,-7.421e-02,5.957e+00,3.306e+00,1,2
1000215,0,71,5.598e+01,-2.319e-01,-7.421e-02,5.957e+00,3.758e+01,87,5.721e+01,-1.982e-01,-7.421e-02,6.061e+00,3.029e+01,1,2
1000216,0,65,5.921e+01,1.078e-01,-6.894e-01,5.957e+00,3.116e+00,44,7.287e+01,1.378e-02,4.385e-01,6.669e+00,3.582e+00,0,2
1000220,0,88,5.581e+01,-8.932e-02,2.833e-02,6.061e+00,3.178e+01,89,5.725e+01,-2.346e-01,1.309e-01,6.061e+00,3.554e+00,1,2
1000224,0,71,5.720e+01,3.130e-02,-7.421e-02,5.957e+00,1.621e+01,135,6.733e+01,5.534e-01,-7.421e-02,6.773e+00,2.482e+01,1,2
1000225,0,136,6.636e+01,-1.610e-01,2.833e-02,6.773e+00,2.200e+01,118,7.779e+01,-4.913e-01,-1.768e-01,6.669e+00,2.760e+00,1,2
1000230,0,89,5.920e+01,4.208e-03,1.309e-01,6.061e+00,1.097e+00,260,8.154e+01,4.331e-01,-2.931e-01,8.226e+00,2.464e+01,1,2
1000235,0,87,5.359e+01,9.675e-02,-7.421e-02,6.061e+00,1.254e+01,87,5.395e+01,9.889e-04,-7.421e-02,6.061e+00,9.217e+00,1,2
1000236,0,72,5.546e+01,-2.848e-02,2.833e-02,5.957e+00,1.046e+01,105,5.756e+01,-1.324e-01,1.309e-01,6.165e+00,3.515e+01,1,2
1000239,0,137,6.272e+01,-1.463e-01,1.309e-01,6.773e+00,1.002e+00,263,7.527e+01,-1.730e-02,-8.802e-02,8.122e+00,2.454e+01,1,2
1000240,0,71,5.013e+01,-2.095e-02,-7.421e-02,5.957e+00,3.902e+01,87,5.100e+01,-7.388e-03,-7.421e-02,6.061e+00,4.305e+01,1,2
1000246,0,120,6.153e+01,-2.463e-02,2.833e-02,6.669e+00,1.437e+01,264,7.514e+01,4.859e-01,1.452e-02,8.226e+00,1.469e+01,1,2
1000249,0,88,5.224e+01,-2.928e-03,2.833e-02,6.061e+00,3.983e+01,264,7.096e+01,-9.399e-01,1.452e-02,8.122e+00,3.965e+01,1,2
1000256,0,71,5.334e+01,1.031e-01,-7.421e-02,5.957e+00,2.319e+01,263,7.354e+01,2.036e-01,-8.802e-02,8.226e+00,3.771e+01,1,2
1000262,0,73,5.996e+01,1.925e-02,1.309e-01,5.957e+00,2.884e+01,265,8.219e+01,-5.646e-01,1.171e-01,8.122e+00,2.285e+01,1,2
1000263,0,87,5.466e+01,5.448e-03,-7.421e-02,6.061e+00,2.889e+01,102,5.705e+01,-3.784e-02,-1.768e-01,6.165e+00,9.787e+00,0,2
1000267,0,71,5.367e+01,-9.014e-02,-7.421e-02,5.957e+00,9.091e+00,88,5.532e+01,-8.817e-02,2.833e-02,6.061e+00,2.293e+01,1,2
1000268,0,88,5.984e+01,1.825e-01,2.833e-02,6.061e+00,1.485e+00,87,6.142e+01,2.973e-01,-7.421e-02,6.061e+00,3.045e+01,0,2
1000274,0,103,5.335e+01,-2.473e-02,-7.421e-02,6.165e+00,1.356e+01,122,6.184e+01,-5.461e-01,2.334e-01,6.669e+00,2.222e+01,0,2
1000275,0,106,5.395e+01,7.725e-02,2.334e-01,6.165e+00,2.661e+01,89,5.439e+01,8.021e-02,1.309e-01,6.061e+00,9.648e+00,0,2
1000277,0,86,5.582e+01,-7.390e-02,-1.768e-01,6.061e+00,2.395e+00,265,7.472e+01,-4.646e-01,1.171e-01,8.226e+00,1.226e+01,1,2
1000281,0,88,5.824e+01,-1.156e-01,2.833e-02,6.061e+00,4.595e+01,102,6.008e+01,-3.076e-01,-1.768e-01,6.165e+00,4.102e+00,1,2
1000288,0,72,5.710e+01,-1.280e-01,2.833e-02,5.957e+00,2.314e+01,72,5.720e+01,-1.058e-01,2.833e-02,5.957e+00,2.839e+01,1,2
1000296,0,105,5.308e+01,-2.907e-02,1.309e-01,6.165e+00,4.845e+01,136,5.823e+01,-4.648e-02,2.833e-02,6.773e+00,4.957e+00,1,2
1000297,0,266,7.792e+01,-2.513e-01,2.196e-01,8.939e+00,3.334e+01,267,1.019e+02,-9.659e-01,3.345e-01,1.041e+01,9.582e+00,0,2
1000298,0,89,5.380e+01,9.282e-02,1.309e-01,6.061e+00,9.123e+00,265,7.117e+01,1.418e-01,1.171e-01,8.226e+00,3.456e+01,1,2
1000300,0,72,5.448e+01,-7.333e-02,2.833e-02,5.957e+00,4.066e+01,103,5.602e+01,-1.324e-01,-7.421e-02,6.165e+00,4.957e+01,1,2
1000301,0,104,5.636e+01,-1.194e-01,2.833e-02,6.165e+00,1.621e+01,118,6.257e+01,-3.170e-01,-1.768e-01,6.669e+00,2.072e+01,0,2
1000302,0,86,6.141e+01,-1.146e-01,-1.768e-01,6.061e+00,4.879e+00,87,6.229e+01,-2.316e-03,-7.421e-02,6.061e+00,4.983e+00,1,2
1000306,0,71,5.752e+01,2.097e-01,-7.421e-02,5.957e+00,1.713e+01,135,6.604e+01,1.910e-01,-7.421e-02,6.773e+00,1.380e+01,1,2
1000314,0,88,5.622e+01,7.678e-02,2.833e-02,6.061e+00,8.761e+00,120,6.250e+01,9.311e-03,2.833e-02,6.669e+00,1.146e+01,1,2
1000320,0,72,5.543e+01,1.941e-01,2.833e-02,5.957e+00,1.798e+01,119,6.158e+01,1.790e-01,-7.421e-02,6.669e+00,2.425e+01,1,2
1000325,0,71,5.735e+01,-5.630e-03,-7.421e-02,5.957e+00,2.015e+01,265,7.942e+01,-2.808e-01,1.171e-01,8.122e+00,3.803e+01,1,2
1000326,0,72,5.363e+01,3.512e-02,2.833e-02,5.957e+00,3.120e+01,72,5.448e+01,-6.333e-02,2.833e-02,5.957e+00,3.782e+00,1,2
1000327,0,119,5.884e+01,-3.012e-02,-7.421e-02,6.669e+00,2.156e+01,134,6.242e+01,4.494e-02,-1.768e-01,6.773e+00,6.379e+00,0,2
1000328,0,136,6.385e+01,-1.469e-02,2.833e-02,6.773e+00,1.873e+01,105,8.452e+01,3.004e-01,1.309e-01,6.165e+00,1.819e+00,0,2
1000333,0,71,5.318e+01,-2.519e-02,-7.421e-02,5.957e+00,3.191e+01,268,7.492e+01,-9.888e-01,4.247e-01,8.226e+00,3.963e+01,1,2
1000337,0,103,5.468e+01,4.327e-02,-7.421e-02,6.165e+00,5.055e+01,68,5.594e+01,5.950e-02,-3.818e-01,5.957e+00,2.332e+00,0,2
1000338,0,121,6.169e+01,4.998e-02,1.309e-01,6.669e+00,2.644e+01,137,6.294e+01,6.705e-02,1.309e-01,6.773e+00,1.283e+01,1,2
1000345,0,73,5.312e+01,-4.675e-02,1.309e-01,5.957e+00,4.056e+01,44,6.222e+01,4.942e-01,4.385e-01,6.669e+00,3.461e+01,1,2
1000348,0,73,5.265e+01,-9.401e-02,1.309e-01,5.957e+00,2.403e+01,267,7.352e+01,-7.367e-02,3.221e-01,8.226e+00,3.436e+01,1,2
1000350,0,71,5.608e+01,1.589e-01,-7.421e-02,5.957e+00,3.397e+01,71,5.707e+01,7.222e-02,-7.421e-02,5.957e+00,2.214e+01,1,2
1000353,0,261,1.017e+02,2.467e-02,-2.808e-01,1.099e+01,2.164e+01,261,1.055e+02,-5.224e-02,-2.808e-01,1.109e+01,3.601e+00,0,2
1000354,0,87,5.364e+01,-1.059e-01,-7.421e-02,6.061e+00,3.992e+01,71,5.378e+01,5.064e-02,-7.421e-02,5.957e+00,2.474e+01,1,2
1000355,0,72,5.452e+01,4.740e-02,2.833e-02,5.957e+00,3.865e+01,119,6.190e+01,6.318e-03,-7.421e-02,6.669e+00,2.052e+01,1,2
1000357,0,73,6.020e+01,1.979e-01,1.309e-01,5.957e+00,2.047e+01,72,6.054e+01,2.776e-01,2.833e-02,5.957e+00,3.325e+00,1,2
1000360,0,72,5.569e+01,-8.956e-02,2.833e-02,5.957e+00,2.841e+01,71,5.750e+01,1.261e-01,-7.421e-02,5.957e+00,3.835e+00,1,2
1000362,0,103,5.564e+01,-2.413e-03,-7.421e-02,6.165e+00,2.928e+01,118,6.077e+01,4.224e-01,-1.768e-01,6.669e+00,3.185e+01,1,2
1000363,0,72,5.437e+01,1.352e-01,2.833e-02,5.957e+00,2.946e+01,60,6.269e+01,-1.997e-01,4.385e-01,6.773e+00,1.408e+01,1,2
1000370,0,87,5.537e+01,-6.789e-02,-7.421e-02,6.061e+00,4.618e+00,15,6.479e+01,1.139e-01,7.461e-01,5.957e+00,3.943e+00,1,2
1000374,0,72,5.399e+01,-1.755e-02,2.833e-02,5.957e+00,1.458e+01,261,7.361e+01,-5.374e-04,-1.906e-01,8.226e+00,4.398e+01,1,2
1000382,0,90,5.850e+01,1.010e-01,2.334e-01,6.061e+00,3.084e+01,137,6.467e+01,7.353e-02,1.309e-01,6.773e+00,2.735e+01,1,2
1000383,0,89,5.405e+01,6.903e-02,1.309e-01,6.061e+00,3.572e+01,103,5.424e+01,3.100e-02,-7.421e-02,6.165e+00,3.386e+00,0,2
1000384,0,104,5.523e+01,-7.743e-02,2.833e-02,6.165e+00,1.355e+01,266,7.554e+01,-3.085e-01,2.196e-01,8.226e+00,8.267e+00,1,2
1000387,0,65,6.554e+01,-1.511e-01,-6.895e-01,5.957e+00,1.153e+01,265,7.864e+01,4.313e-01,1.171e-01,8.122e+00,8.907e+00,1,2
1000402,0,138,6.657e+01,9.445e-03,2.334e-01,6.773e+00,3.168e+00,136,6.663e+01,1.131e-01,2.833e-02,6.773e+00,3.220e+00,0,2
1000406,0,88,5.596e+01,3.157e-02,2.833e-02,6.061e+00,1.021e+01,89,6.382e+01,-2.209e-01,1.309e-01,6.061e+00,2.494e+00,0,2
1000409,0,72,5.214e+01,-6.786e-02,2.833e-02,5.957e+00,2.519e+01,68,6.142e+01,1.350e-01,-3.818e-01,5.957e+00,4.657e+00,0,2
